#Frame      Mode1    Mode2    Mode3
    5472  -16.922   -1.343   -1.848
    5473  -13.070   -0.502   -2.149
    5474  -15.412    0.523   -1.616
    5475  -16.592    1.000   -0.375
    5476  -12.092   -0.560   -2.590
    5477  -13.556   -0.578    1.107
    5478  -14.106    1.665   -2.090
    5479  -14.917   -0.209   -2.672
    5480  -14.147   -0.265   -2.623
    5481  -16.042    2.492   -1.855
    5482  -14.659   -1.825   -1.669
    5483  -13.091   -2.433   -5.061
    5484  -11.733   -0.805   -3.424
    5485  -12.620    3.286   -2.441
    5486  -12.571   -4.041   -1.870
    5487  -11.107   -0.248   -3.679
    5488   -7.835    2.602    0.088
    5489  -12.276    3.206    1.076
    5490  -11.234   -2.617   -1.909
    5491   -7.628    1.646    1.855
    5492   -7.633    0.204    4.084
    5493   -6.875   -0.861    2.715
    5494  -12.521   -0.965    4.112
    5495   -6.867   -2.827   -1.051
    5496   -6.657   -2.005   -1.215
    5497   -7.091   -2.060    0.251
    5498  -14.768    0.495   -4.987
    5499  -14.166    4.664   -2.069
    5500  -13.546    3.729   -3.549
    5501  -15.054    4.388   -3.773
    5502  -15.331    2.011   -1.080
    5503  -14.051    0.354   -1.960
    5504  -16.568    4.161   -2.084
    5505  -13.963    3.368   -0.101
    5506  -14.267    5.607   -0.639
    5507  -11.347    0.381   -2.897
    5508  -13.026    1.200   -1.919
    5509  -14.465    3.366   -1.707
    5510   -7.885    0.682   -2.704
    5511   -7.540    2.688   -2.494
    5512  -12.393    0.978   -3.421
    5513  -13.278    1.589   -0.852
    5514  -14.946    1.702   -1.707
    5515  -10.389   -0.511   -1.654
    5516  -13.429   -1.515   -3.171
    5517  -13.067    3.276   -3.736
    5518  -14.644    1.728   -3.586
    5519  -12.183   -1.366   -3.924
    5520  -12.691    1.575   -2.190
    5521  -14.705    1.074   -3.418
    5522  -14.889    1.429    0.013
    5523  -15.211    6.305   -1.338
    5524  -16.138    6.989    0.946
    5525  -16.319    6.592   -2.181
    5526  -14.805    8.914   -0.539
    5527  -13.600    7.649    0.100
    5528  -15.728    8.440    0.784
    5529  -13.752    5.624   -0.012
    5530  -17.754    5.158    3.690
    5531  -15.302    5.862    3.304
    5532  -17.293    3.214    0.967
    5533  -16.322    4.848    1.352
    5534  -17.579    2.421   -1.815
    5535  -15.012    0.283   -1.266
    5536  -13.291    0.673   -0.981
    5537  -13.206    1.948   -4.063
    5538  -13.521    4.288   -2.986
    5539  -13.882    6.908   -1.575
    5540  -14.861    5.092   -2.408
    5541  -12.249    3.038   -2.736
    5542  -14.972    5.458   -3.092
    5543  -11.245    4.469   -5.241
    5544  -10.532    5.695   -2.522
    5545  -11.009    5.705   -4.682
    5546  -10.298    5.406   -1.876
    5547  -13.490    7.314   -0.961
    5548  -13.971    4.592   -2.905
    5549  -13.338    2.523   -1.246
    5550  -14.769    5.263   -3.002
    5551  -11.909    4.891   -0.084
    5552  -11.683    4.091    0.349
    5553  -13.680    4.005   -2.357
    5554  -10.609    5.756   -1.031
    5555  -17.094    5.550   -2.924
    5556  -14.531    9.674   -2.058
    5557  -12.415    7.593   -4.370
    5558  -13.778   10.778   -3.762
    5559  -13.449    7.413   -2.007
    5560  -11.484    5.073   -3.618
    5561  -10.528    4.510   -1.976
    5562  -14.848    4.623    0.826
    5563  -13.027    2.748   -1.873
    5564  -11.600    3.670   -0.461
    5565  -13.143    1.199   -3.382
    5566  -11.808    2.194   -1.949
    5567  -11.234    4.275   -5.121
    5568  -10.473   -0.917    1.378
    5569  -12.045    3.685   -2.355
    5570  -15.354    5.003   -0.105
    5571  -14.052    0.769   -2.505
    5572  -14.217    4.024   -2.502
    5573  -12.324    0.287   -3.029
    5574  -14.258   -1.038   -2.830
    5575  -12.484    2.196   -1.053
    5576  -17.663    6.047   -2.943
    5577  -15.833    4.679   -0.129
    5578  -17.942    3.155   -2.595
    5579  -15.389    1.432   -2.890
    5580  -15.128    2.537   -0.951
    5581  -16.951    7.212   -1.319
    5582   -8.663   -1.737   -7.143
    5583  -10.276    3.208   -5.626
    5584  -15.284    5.725   -4.963
    5585  -15.377    4.698   -5.761
    5586  -16.408    4.856   -2.292
    5587  -14.401    4.908   -4.152
    5588  -12.632    4.654   -2.446
    5589  -15.398    1.313   -1.321
    5590  -13.192    1.826   -2.574
    5591  -14.965    3.634   -3.876
    5592  -14.023    4.034   -3.548
    5593  -15.095    4.388   -1.058
    5594  -13.645    1.536   -0.553
    5595  -13.514    1.642   -1.144
    5596  -14.551    3.690   -1.212
    5597  -15.883    1.578   -2.869
    5598  -17.107    4.055   -2.561
    5599  -13.920    0.697   -0.773
    5600  -15.628   -0.461   -1.551
    5601  -15.864    0.518    1.171
    5602  -13.083   -1.081    1.028
    5603  -15.399    1.126    1.374
    5604  -14.575    0.887    2.340
    5605  -13.526    4.497    2.993
    5606  -14.724    0.286    0.334
    5607  -14.408    2.607   -0.526
    5608  -13.087    3.349   -1.940
    5609  -16.683    3.230    0.189
    5610  -13.216    5.769    3.675
    5611  -14.960    0.763    5.534
    5612  -14.442    8.363    3.125
    5613   -9.894    0.719    4.521
    5614  -11.179    0.718    1.459
    5615  -13.495    9.767    3.353
    5616  -12.013   -0.104    1.119
    5617  -12.467    0.094   -0.479
    5618  -12.616    4.433    4.216
    5619  -10.101    1.716    2.593
    5620  -10.094    1.391    1.292
    5621  -14.420    1.761    3.964
    5622  -11.735    2.168    0.173
    5623  -12.076    3.804    2.120
    5624  -10.856    1.376    3.781
    5625  -12.074    3.211    1.717
    5626  -11.980    1.437    4.425
    5627  -12.113    5.707    3.504
    5628  -11.003    4.151    1.148
    5629  -13.563    2.455    1.546
    5630  -13.408    2.581    1.913
    5631  -12.742    1.353    2.389
    5632  -12.493    0.151    3.592
    5633  -14.390    3.909    2.922
    5634   -9.619    1.228    4.032
    5635  -10.993    3.128    1.618
    5636  -10.602    4.474    4.524
    5637  -12.710    4.233    4.895
    5638  -13.958    3.181    2.542
    5639  -11.187    2.208    2.027
    5640  -10.244   -1.345    0.437
    5641  -13.369    1.023    3.099
    5642  -13.193    1.501    2.374
    5643  -13.320    1.960    2.081
    5644   -8.783    1.487    5.058
    5645   -8.108    1.496    4.991
    5646   -7.813    0.807    5.451
    5647   -9.849    2.266    0.326
    5648  -10.169   -0.919    1.678
    5649   -9.484    1.530    5.402
    5650  -10.504    0.740    4.231
    5651  -10.010   -2.969    2.317
    5652   -9.922   -0.484   -0.839
    5653  -16.129    3.977    2.459
    5654   -9.883   -2.530   -0.096
    5655  -15.386    1.916    2.086
    5656   -9.922    3.158    4.404
    5657  -16.396    0.795    6.891
    5658  -17.572   -1.470    5.206
    5659  -11.668   -3.858    1.428
    5660  -12.151    0.898    5.000
    5661  -14.746   -0.925    2.967
    5662  -11.162    1.520    3.077
    5663  -13.709    3.011    3.459
    5664  -13.448   -1.617    5.119
    5665  -14.200    2.163    5.028
    5666  -15.325    4.010    4.367
    5667  -14.694    2.670    5.392
    5668  -15.625    1.178    7.168
    5669  -15.534    0.169    4.542
    5670  -15.275    1.079    4.523
    5671  -13.048    2.286    3.261
    5672  -12.501   -1.355    3.453
    5673  -12.846   -0.659    3.005
    5674  -12.928    0.716    3.951
    5675  -13.686    0.023    5.054
    5676  -13.042    0.741    3.066
    5677  -14.981    0.974    5.574
    5678  -14.229   -0.784    3.851
    5679  -13.420    2.899    1.811
    5680  -13.765    3.463    7.806
    5681  -16.033    5.453    4.572
    5682  -14.452    3.294    3.753
    5683  -12.921    2.528    6.125
    5684  -13.357    5.302    3.317
    5685  -15.558    1.399    2.858
    5686  -14.931    3.751    3.907
    5687  -14.409    3.123    2.109
    5688  -14.408    2.202    3.381
    5689  -14.786    3.494    4.267
    5690  -14.966    4.575    6.576
    5691  -14.536    1.104    5.073
    5692  -12.329    3.774    0.456
    5693  -12.662    3.097    4.207
    5694  -14.587    4.573    9.446
    5695  -15.506    4.837    8.075
    5696  -14.018    2.539    4.215
    5697  -13.896    0.737    4.965
    5698  -16.726    0.855    5.345
    5699  -15.733    0.556    5.381
    5700  -17.855    0.643    2.088
    5701  -15.586    1.306    4.286
    5702  -15.993   -0.702    2.958
    5703  -16.012   -1.122    6.381
    5704  -15.262    1.912    5.183
    5705  -14.849    2.820    4.086
    5706  -15.583    0.073    5.447
    5707  -14.827   -0.382    3.410
    5708  -14.488    0.113    5.282
    5709  -14.454    0.019    5.030
    5710  -17.581    2.878    1.945
    5711  -15.506   -1.013    6.204
    5712  -14.130   -1.148    4.396
    5713  -13.898   -0.142    2.895
    5714  -15.320    1.222   -0.727
    5715  -16.941   -2.392    1.601
    5716  -15.524    0.100    1.899
    5717  -16.496    2.378    5.280
    5718  -16.674    1.135    1.972
    5719  -16.044    4.337    2.827
    5720  -14.864    2.600    2.880
    5721  -16.387    2.178    3.471
    5722  -16.813    2.718    1.241
    5723  -13.693   -0.235   -0.304
    5724  -15.676    1.625   -0.066
    5725  -13.814    2.276    0.459
    5726  -14.894    2.650    3.048
    5727  -16.284    1.494    0.445
    5728  -15.394    1.536    2.069
    5729  -15.050    1.549   -0.617
    5730  -12.753   -1.793    1.751
    5731  -15.652    0.521    1.571
    5732  -15.921    4.459    3.071
    5733  -15.974   -0.882    0.713
    5734  -16.150   -0.171    2.171
    5735  -14.367    2.203   -0.947
    5736  -16.310    0.141    1.518
    5737  -16.089   -1.680    2.703
    5738  -14.926    0.554    2.233
    5739  -16.881    1.963    1.207
    5740  -15.205    2.008    0.995
    5741  -14.567    2.371    2.767
    5742  -15.058    2.047    1.359
    5743  -13.898    3.116    1.467
    5744  -14.741    3.153    1.203
    5745  -15.754    5.229    1.586
    5746  -13.936    2.367    1.498
    5747  -14.542    1.697   -0.494
    5748  -15.606    1.274    2.406
    5749  -13.666    1.704    2.078
    5750  -15.270    4.005    2.635
    5751  -12.233    2.677   -1.199
    5752  -14.299    2.438    1.674
    5753  -12.938    3.315    2.625
    5754  -12.682    2.454    1.480
    5755  -13.343    4.303    3.071
    5756  -14.504    4.163    3.725
    5757  -14.935   -0.406    2.812
    5758  -14.056    3.090   -1.123
    5759  -14.844    2.709    0.210
    5760  -14.668    2.341    1.245
    5761  -14.099   -0.661    0.051
    5762  -14.998    3.082   -1.035
    5763  -16.410    2.978    2.917
    5764  -15.383    2.251   -1.346
    5765  -13.350    3.299    2.784
    5766  -16.852    1.035    1.456
    5767  -14.695    0.689    0.926
    5768  -13.521    2.964    0.155
    5769  -14.949    2.594    0.387
    5770  -16.343    1.828   -0.552
    5771  -13.744    2.630    1.172
    5772  -14.386    2.494   -0.235
    5773  -14.662    2.150    2.504
    5774  -15.708    2.109   -0.211
    5775  -17.784    3.782   -2.256
    5776  -16.455    3.891    0.047
    5777  -14.132   -0.029   -0.785
    5778  -13.768    1.560   -1.395
    5779  -17.725    1.475    0.397
    5780  -15.844    1.991    1.193
    5781  -14.094    2.076    1.923
    5782  -15.300    1.533    1.132
    5783  -16.824    0.903    0.677
    5784  -16.252    1.036    0.694
    5785  -15.303    5.250    2.132
    5786  -13.861    5.084    0.833
    5787  -12.651    1.212    4.626
    5788  -11.734    0.916    1.304
    5789  -11.250    4.567    0.591
    5790  -12.056    0.719    2.172
    5791  -11.509    4.633    4.108
    5792  -12.585   -0.046    3.738
    5793  -14.335    4.220    2.666
    5794  -13.373   -0.389    2.764
    5795   -9.170    0.466    6.504
    5796   -9.515    4.421    5.349
    5797  -12.099    0.361   -0.003
    5798   -7.332    1.343    3.751
    5799   -7.936    1.754    4.804
    5800  -10.248    2.720    5.344
    5801  -11.283    1.379    9.264
    5802  -12.460    4.121    4.705
    5803   -5.477   -1.082    6.575
    5804   -8.538    1.358    3.241
    5805   -5.423   -0.451    3.300
    5806   -5.625    0.883    0.363
    5807  -10.861   -2.518    2.566
    5808   -7.379   -1.311    3.286
    5809   -5.920   -3.212    1.626
    5810   -8.573    0.967   -0.263
    5811   -7.207   -1.211   -0.674
    5812  -12.324    6.813    1.963
    5813   -7.009    5.113    1.456
    5814   -8.535    0.588    3.124
    5815   -9.825    2.094    5.985
    5816   -9.335    3.859    4.526
    5817   -8.595    0.974    2.131
    5818   -5.983    0.497    1.223
    5819   -8.036   -1.414    1.868
    5820   -7.708    2.223    1.252
    5821   -8.298   -1.719    2.425
    5822   -8.418    0.864    2.752
    5823  -17.251    4.433    0.313
    5824  -15.061    7.539    2.657
    5825  -12.966    4.467   -2.150
    5826  -15.690    3.298    0.628
    5827  -15.364    1.645    2.667
    5828  -17.223    2.226    3.065
    5829  -16.051    2.753    0.279
    5830  -15.693    3.310   -0.120
    5831  -15.755    2.720   -1.032
    5832  -17.173    2.367   -0.628
    5833  -14.360    4.045   -3.217
    5834  -15.967    3.372    3.658
    5835  -15.674    0.914    0.727
    5836  -19.570    1.509    0.354
    5837  -16.122    5.117   -3.519
    5838  -11.230    7.038   -0.048
    5839  -11.642    4.606    0.450
    5840  -16.856    5.639    0.328
    5841  -14.221    0.797    1.615
    5842  -18.615    3.247    2.089
    5843  -15.254    3.517    0.402
    5844  -14.825    0.438    6.257
    5845  -15.306    1.835    4.038
    5846  -15.180    4.857    1.154
    5847  -18.728    3.475    1.960
    5848  -15.634    2.509    1.048
    5849  -16.770    3.086    4.063
    5850  -13.929    1.469    2.397
    5851  -14.646   -0.129    0.474
    5852  -15.785    3.238    2.165
    5853  -13.412    4.714    3.620
    5854  -17.324    2.673    1.738
    5855  -12.941    0.284    1.532
    5856  -15.100    1.248    2.023
    5857  -12.736    0.865    0.706
    5858  -11.927    1.858   -0.759
    5859  -16.181    2.833   -1.152
    5860  -13.415    4.503    0.306
    5861  -13.582    2.016    0.955
    5862  -13.374   -0.384    2.825
    5863  -12.408   -0.688    1.294
    5864  -14.982    0.833    1.365
    5865  -15.546    6.977    1.652
    5866  -12.152    4.709    1.225
    5867  -12.920    6.117   -0.825
    5868  -14.334    3.320    1.009
    5869  -13.787    1.479   -2.418
    5870  -13.885    2.843   -5.915
    5871  -13.225    3.017   -2.222
    5872  -12.519    2.492   -2.973
    5873  -13.470   -0.326   -1.483
    5874  -15.683    4.059   -2.432
    5875  -15.721    3.868   -3.879
    5876  -14.049    3.613   -5.643
    5877  -16.032    3.588   -2.064
    5878  -14.347    0.663   -4.334
    5879  -14.718    3.598   -2.398
    5880  -15.464    3.857   -4.572
    5881  -13.803    3.728   -3.548
    5882  -11.602    2.429   -2.390
    5883  -14.780    3.415   -3.732
    5884  -15.433    4.729   -4.079
    5885  -14.861    3.486   -3.708
    5886  -13.796    2.167   -3.764
    5887  -10.326    0.423   -0.847
    5888  -13.672   -0.976   -0.571
    5889  -13.445   -0.376   -4.132
    5890  -13.151   -1.689   -3.866
    5891  -13.397    2.491   -4.950
    5892  -15.071    5.054   -1.225
    5893  -15.472    6.616   -0.679
    5894  -14.326    3.639    1.648
    5895  -13.163    5.799   -3.105
    5896  -14.702    6.932   -1.366
    5897  -13.329    3.394   -3.044
    5898  -16.381    5.590    1.060
    5899  -13.946    3.950   -3.046
    5900  -13.418    6.214   -2.186
    5901  -15.181    8.497   -1.207
    5902  -10.555    4.300    1.904
    5903  -13.324    3.969    0.385
    5904  -12.209    5.131   -0.850
    5905  -10.697    7.642    8.103
    5906  -13.233    6.040    5.559
    5907   -9.000    6.132    2.839
    5908  -10.447    9.530    2.131
    5909  -14.077    5.366   -0.663
    5910  -14.628    7.584   -0.197
    5911  -13.340    3.051   -3.155
    5912  -11.489    5.625   -5.154
    5913  -14.401    4.711   -5.241
    5914  -13.564    1.010   -5.987
    5915  -12.167    3.145   -8.459
    5916  -12.732    1.001   -8.660
    5917  -12.423   -2.297   -7.931
    5918  -13.352   -0.774   -6.980
    5919  -14.368    1.884   -0.408
    5920  -13.175    2.843   -6.483
    5921  -15.633    1.102   -0.793
    5922  -14.272    1.794   -7.085
    5923  -13.315    1.527   -8.638
    5924  -14.317   -1.218   -6.688
    5925  -16.554   -1.475   -1.231
    5926  -17.758    2.903   -1.908
    5927  -13.649   -3.974   -4.465
    5928  -16.123    0.359   -3.920
    5929  -17.812    3.002   -0.989
    5930  -17.243    1.285   -2.314
    5931  -19.906    1.915   -0.305
    5932  -13.495   -5.988   -6.387
    5933  -18.366    4.071   -2.992
    5934  -18.769    2.738   -0.846
    5935  -19.540   -0.651    0.241
    5936  -13.869   -4.323   -4.315
    5937  -15.369   -1.393   -4.906
    5938  -16.387    0.925   -3.809
    5939  -17.361    0.463   -5.210
    5940  -14.416   -1.288    1.138
    5941  -13.226   -3.447   -5.667
    5942  -11.800   -4.854   -4.140
    5943  -16.365   -2.142   -0.089
    5944  -15.353    0.999   -0.114
    5945  -13.471   -1.713   -3.692
    5946  -15.220   -3.676   -3.311
    5947  -14.449   -2.646   -5.553
    5948  -20.483   -2.429   -2.498
    5949  -17.445   -5.297   -0.521
    5950  -15.409   -3.671    2.446
    5951  -17.025    1.891   -1.438
    5952  -15.867   -5.475   -1.208
    5953  -13.797   -2.147   -2.278
    5954  -19.228    1.864    0.488
    5955  -11.102   -5.971   -2.256
    5956  -17.671    2.083    0.804
    5957  -20.987   -3.785    2.387
    5958  -16.925   -4.888    2.127
    5959  -15.545   -6.483   -0.785
    5960  -15.875   -6.561    0.886
    5961  -15.931    1.141    3.135
    5962  -18.530    0.833    1.188
    5963  -19.535   -2.063    2.142
    5964  -17.684   -5.975    1.690
    5965  -19.603    0.122    0.475
    5966  -11.202   -4.360   -8.739
    5967  -10.529   -5.603   -7.035
    5968   -9.970   -5.881   -7.765
    5969  -12.399   -6.089   -8.281
    5970  -10.871   -3.216  -10.596
    5971   -7.151   -6.575   -9.589
    5972   -8.145   -7.895   -9.861
    5973   -9.432   -2.979  -10.588
    5974  -10.705   -2.916  -10.197
    5975   -9.702   -0.565  -11.583
    5976  -11.868   -1.447   -9.841
    5977   -7.194   -6.288   -9.323
    5978  -10.159   -6.323   -7.548
    5979  -10.058   -5.650   -7.108
    5980  -11.878   -4.384   -8.426
    5981  -12.135   -0.990   -9.773
    5982   -7.338   -5.721  -10.683
    5983   -9.537   -3.111  -10.200
    5984   -8.677   -3.258   -9.469
    5985   -9.822   -2.933   -9.476
    5986   -7.863   -7.180   -9.368
    5987  -12.155   -4.398   -9.506
    5988  -10.418   -7.686   -9.121
    5989   -7.259   -2.091  -11.473
    5990   -7.799   -3.441  -11.139
    5991  -10.988   -4.007   -9.688
    5992   -6.480   -1.192   -9.480
    5993   -8.648   -3.819  -10.520
    5994   -6.373   -5.776  -10.201
    5995   -7.974   -3.444   -9.702
    5996   -5.693   -6.334   -8.169
    5997   -6.546   -6.472   -7.021
    5998   -7.133   -5.858   -6.898
    5999   -4.507   -7.132   -7.291
    6000   -5.982   -6.491   -9.574
    6001   -2.657   -6.694   -6.198
    6002   -7.023   -7.736   -7.709
    6003   -9.026   -3.882  -10.889
    6004   -8.629   -7.333  -10.012
    6005   -8.932   -5.434  -10.207
    6006   -8.480   -5.602   -7.147
    6007   -7.460   -6.806   -9.252
    6008   -9.276   -7.568   -9.052
    6009   -9.352   -7.721   -9.881
    6010   -7.331   -3.901  -11.660
    6011   -6.599   -5.275   -9.996
    6012   -6.770   -6.678  -10.584
    6013   -6.936   -4.921  -10.390
    6014   -7.628   -6.094   -9.802
    6015   -8.246   -7.948   -8.902
    6016   -8.144   -7.311   -8.367
    6017   -5.206  -10.144   -7.677
    6018   -5.927   -6.091   -7.942
    6019   -4.851   -5.970   -8.334
    6020   -4.649   -8.152   -8.542
    6021   -6.035   -7.631   -8.849
    6022   -4.925   -8.157   -6.998
    6023   -4.131  -10.615   -3.421
    6024   -7.424   -7.195  -10.497
    6025   -6.201   -6.376   -9.414
    6026   -6.497   -5.896   -9.035
    6027   -5.596   -3.357  -14.127
    6028  -10.607   -1.544  -12.461
    6029   -5.746   -7.570  -10.227
    6030   -7.704   -1.195  -12.926
    6031   -7.945   -6.351   -9.114
    6032   -6.240   -6.129  -10.356
    6033   -6.431   -6.041  -10.036
    6034   -7.750   -7.103   -8.107
    6035   -6.644   -5.688   -3.854
    6036   -8.171   -6.116   -7.456
    6037   -7.480   -8.248   -7.121
    6038   -3.948   -7.806   -9.151
    6039   -5.302   -5.659  -11.074
    6040   -4.991   -6.847  -10.227
    6041   -6.458   -5.626  -10.848
    6042   -5.634   -2.397  -10.953
    6043   -6.585   -6.566   -8.373
    6044   -7.279   -7.536   -7.290
    6045   -8.081   -4.473   -7.839
    6046   -6.219   -4.755   -8.862
    6047   -8.164   -4.547   -9.732
    6048   -8.708   -3.574   -9.221
    6049  -11.265   -3.012   -2.075
    6050  -11.234    1.759   -3.208
    6051   -8.741   -1.140   -3.736
    6052   -5.358   -7.884   -6.276
    6053   -9.651   -6.553   -6.432
    6054   -8.572   -6.711   -8.073
    6055   -8.402   -5.490   -9.599
    6056  -16.159   -1.515   -1.136
    6057  -11.417   -2.337    2.779
    6058  -11.045   -3.642   -2.115
    6059  -14.121   -4.170   -4.642
    6060   -9.059  -10.621   -5.602
    6061   -9.692   -9.056   -7.079
    6062   -9.505   -8.369   -4.142
    6063   -2.036   -9.334   -8.758
    6064   -2.676   -5.836   -8.636
    6065   -8.302   -4.052   -6.082
    6066   -9.925   -7.716   -8.571
    6067   -9.435  -11.379   -8.577
    6068  -10.636  -10.730   -7.475
    6069  -10.651  -12.337   -5.834
    6070   -9.141   -9.818   -9.043
    6071  -14.275   -8.462   -4.343
    6072  -13.782  -10.880   -8.031
    6073  -11.439   -8.822   -9.432
    6074  -10.126   -9.884   -8.370
    6075  -10.838   -8.477   -8.970
    6076  -10.682   -8.491   -7.167
    6077  -11.384   -8.458   -9.403
    6078  -12.937  -10.593   -7.468
    6079  -10.742  -10.036   -9.681
    6080  -13.444   -8.643   -9.700
    6081  -11.389  -10.708   -9.030
    6082  -13.300   -8.536   -9.707
    6083  -11.484   -9.240  -10.047
    6084  -11.877   -8.205   -9.532
    6085  -14.264   -8.329   -9.192
    6086  -11.818   -7.996  -10.451
    6087  -12.643   -8.518  -10.400
    6088  -14.038   -7.104   -9.705
    6089  -12.609   -6.033  -10.035
    6090  -10.622   -8.443  -11.151
    6091  -10.764  -11.770   -9.630
    6092  -13.242  -10.018   -8.614
    6093  -11.839  -11.177   -9.352
    6094  -13.128   -8.608  -10.248
    6095  -13.440   -8.616  -10.987
    6096  -13.827  -10.733   -6.185
    6097  -10.807   -9.939  -10.457
    6098  -11.519   -9.557   -9.405
    6099  -12.530   -8.553  -10.914
    6100  -12.882  -10.590   -8.524
    6101  -13.103   -7.879   -8.971
    6102  -13.029  -10.562  -10.170
    6103  -12.265   -9.673   -9.165
    6104  -15.015   -9.112   -7.957
    6105  -13.249   -9.864   -7.602
    6106  -12.425   -8.796   -8.766
    6107  -14.238  -10.046   -8.263
    6108  -12.711   -8.360   -7.914
    6109  -12.960  -10.584   -7.113
    6110  -12.353   -9.481   -7.392
    6111  -13.915   -7.907   -5.966
    6112  -10.581  -11.150   -4.724
    6113  -12.720   -8.297   -2.122
    6114  -12.199   -7.331   -5.525
    6115  -13.450   -7.699   -3.015
    6116  -13.262  -10.444   -1.790
    6117  -12.645   -8.418   -4.234
    6118  -13.674   -7.119   -2.006
    6119  -14.862   -6.878   -4.677
    6120  -13.567   -8.106   -3.421
    6121  -12.020   -8.636   -4.036
    6122   -7.979  -10.949   -2.907
    6123   -9.346  -10.919   -6.998
    6124  -10.445   -8.263   -5.366
    6125   -7.395  -10.513   -7.368
    6126   -6.731  -10.858   -5.182
    6127   -5.352   -9.906   -6.657
    6128   -6.978  -11.987   -5.525
    6129   -7.871  -12.021   -4.895
    6130   -6.995  -13.303   -3.803
    6131   -4.870  -14.216   -4.867
    6132   -4.586  -13.431   -4.537
    6133   -7.063  -13.095   -5.985
    6134   -6.428  -15.204   -5.780
    6135   -6.580  -14.766   -4.680
    6136   -5.690  -12.084   -5.473
    6137   -7.140  -12.560   -5.551
    6138   -6.497  -12.909   -7.049
    6139   -6.471  -11.085   -6.624
    6140   -7.634  -12.744   -5.284
    6141   -7.538  -13.744   -4.330
    6142   -6.413  -12.333   -4.375
    6143   -6.621  -10.664   -7.401
    6144   -7.030  -11.319   -5.605
    6145   -5.676  -13.708   -6.000
    6146   -5.374  -10.127   -4.546
    6147   -6.203  -12.409   -7.122
    6148   -5.728  -14.156   -4.049
    6149   -5.766  -12.751   -6.245
    6150   -6.663  -14.889   -6.041
    6151   -3.264  -13.767   -4.607
    6152   -5.180  -12.639   -5.416
    6153   -5.863  -12.105   -3.409
    6154   -8.366   -6.297   -6.018
    6155   -8.685  -10.064   -7.971
    6156  -11.341  -10.489   -6.112
    6157   -7.353  -10.600   -8.510
    6158   -6.032  -10.862   -8.431
    6159   -9.689   -9.271   -8.470
    6160   -8.857   -8.788   -8.234
    6161   -9.523   -3.279   -3.522
    6162  -11.532   -6.052   -3.459
    6163   -7.000   -6.358   -8.524
    6164   -8.754   -6.481  -10.861
    6165   -5.214   -7.181   -9.748
    6166   -7.859   -9.404  -10.574
    6167   -7.755  -10.781  -10.791
    6168   -8.149  -10.663   -9.235
    6169   -8.071   -9.274   -8.266
    6170   -8.957   -7.776  -10.206
    6171   -7.677  -10.367   -7.717
    6172   -7.107   -9.090  -10.035
    6173   -6.914   -7.206  -11.168
    6174   -8.749  -10.577   -8.091
    6175  -11.082   -9.583   -9.632
    6176   -7.921   -9.176  -10.812
    6177   -7.790   -7.550  -10.337
    6178  -10.092   -6.871   -9.618
    6179   -6.741   -7.151  -11.634
    6180   -8.728   -6.791  -10.342
    6181   -8.362   -7.372  -11.092
    6182   -7.629   -8.950  -10.666
    6183   -6.736   -7.164  -10.546
    6184  -10.090   -9.103  -10.131
    6185   -8.716   -7.463  -10.385
    6186   -8.948  -10.608   -9.038
    6187   -8.659   -9.516   -9.909
    6188   -6.671   -7.893   -9.037
    6189   -6.613   -7.449  -11.577
    6190   -6.553   -7.356  -11.856
    6191   -8.689   -9.773  -11.027
    6192   -8.295   -6.756  -11.135
    6193   -6.989   -7.296  -11.703
    6194   -8.876   -5.411  -11.927
    6195   -6.781  -10.220   -8.011
    6196   -9.264   -8.971  -10.644
    6197   -7.606   -9.120   -9.295
    6198   -9.186   -6.384   -9.614
    6199   -9.482   -5.616  -12.756
    6200   -7.493   -3.907  -14.821
    6201   -8.893   -2.416  -13.505
    6202   -8.632   -4.105  -13.440
    6203  -10.081   -5.579  -12.043
    6204   -8.703   -6.449  -11.758
    6205  -10.583   -5.001  -11.076
    6206   -9.333   -5.589  -10.496
    6207   -6.822   -7.642  -11.423
    6208   -7.803   -6.573  -12.428
    6209   -6.708   -3.718  -12.927
    6210   -9.097   -3.952  -13.808
    6211   -7.938   -3.345  -11.758
    6212   -9.190   -0.889  -10.722
    6213  -10.052   -4.116  -10.892
    6214   -8.217   -4.759  -13.382
    6215   -6.327   -2.797  -13.991
    6216   -7.678   -5.176  -12.899
    6217   -6.197   -8.468   -8.137
    6218   -8.412   -5.761  -10.495
    6219   -7.738   -6.642  -10.644
    6220   -5.882   -6.076  -11.780
    6221   -8.534   -5.010  -11.799
    6222   -7.076   -0.495  -13.834
    6223  -10.614   -3.677  -10.226
    6224   -7.259   -2.781  -12.707
    6225   -9.045   -2.116  -14.381
    6226   -8.565   -2.749  -13.772
    6227   -9.692   -5.364  -13.108
    6228   -9.055   -4.141  -11.238
    6229   -7.964   -5.675  -12.305
    6230  -10.237   -3.557  -13.080
    6231   -9.710   -3.071  -10.740
    6232   -8.114   -2.684  -11.976
    6233   -8.332   -5.353  -13.029
    6234   -6.168   -1.896  -13.634
    6235   -8.952   -2.725  -12.420
    6236   -8.746   -3.395  -10.568
    6237   -9.026   -4.103  -12.563
    6238   -8.532   -8.447  -10.644
    6239   -7.467   -6.022  -12.545
    6240   -7.783   -8.527   -9.927
    6241   -8.117   -8.463   -6.670
    6242   -8.236   -8.368   -6.193
