#Frame      Mode1    Mode2    Mode3
    2475    8.438    4.861   -5.023
    2476    6.675    6.305   -5.440
    2477    8.576    5.098   -3.738
    2478    9.239    3.533   -3.212
    2479    7.271    4.714   -5.360
    2480    8.915    3.547   -4.080
    2481    8.743    5.580   -2.561
    2482    8.524    2.348   -3.239
    2483    9.621    5.296   -3.203
    2484    9.362    5.673   -4.085
    2485    9.449    4.872   -3.219
    2486    9.627    5.224   -4.693
    2487    9.301    6.860   -4.413
    2488    8.694    5.758   -5.475
    2489    8.103    4.732   -4.700
    2490    7.313    3.777   -3.059
    2491    9.608    6.293   -4.002
    2492    7.312    5.040   -3.059
    2493    8.187    5.388   -5.373
    2494    8.555    4.925   -2.839
    2495    7.838    5.097   -2.320
    2496    8.513    5.027   -4.359
    2497    7.636    4.648   -3.892
    2498    7.657    4.692   -3.679
    2499    7.300    4.971   -3.527
    2500    9.128    5.195   -5.411
    2501    7.984    6.205   -6.058
    2502    8.165    6.079   -5.266
    2503    8.363    5.295   -4.967
    2504    7.675    5.046   -4.423
    2505    8.614    6.069   -5.667
    2506    9.626    5.806   -4.530
    2507    8.999    7.107   -5.595
    2508    8.698    6.643   -5.527
    2509    8.440    5.292   -4.658
    2510    9.454    5.541   -3.642
    2511    8.471    6.757   -5.874
    2512    8.421    5.069   -5.505
    2513    9.361    5.419   -5.176
    2514    9.350    6.887   -4.389
    2515    5.982    4.776   -5.753
    2516    8.289    3.445   -3.631
    2517    9.521    3.256   -4.031
    2518    7.742    4.706   -3.507
    2519    8.144    3.558   -3.604
    2520    7.558    5.446   -2.723
    2521    8.608    5.369   -5.174
    2522    6.508    4.702   -3.838
    2523    9.132    5.806   -4.234
    2524    7.378    5.306   -4.748
    2525   10.271    3.091   -4.874
    2526   11.434    0.979   -5.110
    2527    8.569    2.267   -3.146
    2528   11.227    3.823   -3.977
    2529   10.585    4.386   -1.333
    2530    8.996    2.429   -3.704
    2531    9.919    1.636   -3.930
    2532    8.170   -0.428   -4.783
    2533    8.044    1.660   -4.742
    2534   10.732    0.034   -1.623
    2535    9.648    2.502   -2.272
    2536    8.887    1.770   -4.467
    2537    8.071    1.618   -3.102
    2538   10.483    1.913   -3.282
    2539    9.653    0.424   -2.924
    2540    8.599   -0.143   -3.114
    2541    8.913    3.245   -3.228
    2542    9.244    3.132   -4.281
    2543    7.973    0.828   -3.765
    2544    8.383    2.086   -4.679
    2545    7.846    1.174   -3.385
    2546    7.653    0.972   -4.198
    2547    7.001    4.639   -1.298
    2548    8.104    4.492   -7.134
    2549    6.811    5.756   -3.270
    2550    7.449    2.926   -2.490
    2551    9.530    2.107   -2.901
    2552    6.688    3.760   -3.772
    2553    8.275    5.436   -5.096
    2554    5.602    5.171   -5.264
    2555    6.131    3.819   -4.181
    2556    9.402    2.397   -3.957
    2557    7.286    2.808   -4.167
    2558    7.147    3.637   -1.930
    2559    8.378    2.498   -4.276
    2560    9.357    2.981   -3.145
    2561    9.648    5.515   -1.262
    2562    7.916    4.041   -3.769
    2563    7.757    2.142   -3.273
    2564    8.809    4.362   -2.816
    2565    8.091    2.027   -2.080
    2566    9.184    2.636   -1.091
    2567    7.573    4.642   -1.949
    2568    9.207    2.303   -0.532
    2569    9.127    1.352   -0.814
    2570   11.650    2.252    1.687
    2571   12.232    0.885   -0.005
    2572   10.213    4.337   -1.004
    2573   10.403    2.478   -0.407
    2574   13.103    1.572    1.318
    2575   10.835   -0.332   -0.848
    2576   10.486    2.498   -1.429
    2577   11.519   -0.487   -0.202
    2578   13.207    0.842    0.948
    2579   11.796   -0.887    0.413
    2580   10.278    5.092    0.672
    2581    6.669    4.094   -0.280
    2582   11.747    1.308    5.275
    2583    9.086    4.475    1.874
    2584    7.572    5.252    4.469
    2585   11.300    3.502   -2.850
    2586   10.246    1.563   -3.213
    2587    8.529    3.401   -7.895
    2588    9.928    6.110    2.188
    2589   10.907    3.594   -1.775
    2590    9.512    1.727   -1.348
    2591    8.122    2.866   -2.102
    2592   11.512    1.699   -0.786
    2593    9.893    3.250    0.465
    2594    8.086    4.742   -3.930
    2595   12.030    1.288   -0.284
    2596   10.489    1.703    1.406
    2597    8.473    3.695    0.082
    2598   11.336    3.242    0.830
    2599    9.306    4.073   -2.231
    2600    9.179    5.014   -1.303
    2601    9.285    3.969   -3.518
    2602   10.126    2.770   -1.239
    2603   13.747    2.939   -2.602
    2604    9.698    2.189   -1.355
    2605    7.862    5.114   -1.852
    2606    9.935    4.349    0.573
    2607    9.966    4.245    0.499
    2608    7.449    4.463   -0.497
    2609    5.467    8.164   -2.922
    2610    6.454    6.741   -2.001
    2611    8.277    5.429   -2.221
    2612    8.211    5.769   -2.560
    2613    7.586    4.323   -1.448
    2614    7.862    3.792    0.536
    2615    7.898    5.110    1.150
    2616   10.308    3.326   -0.070
    2617    8.483    3.003    1.823
    2618   10.253    4.149   -1.115
    2619   10.915    3.610    0.739
    2620    9.374    4.220   -1.048
    2621    9.093    2.996   -2.058
    2622    8.141    3.606    0.085
    2623   11.175    2.548    0.293
    2624    7.230    3.719   -2.066
    2625    9.919    1.373   -1.587
    2626    9.828    1.747    1.124
    2627    8.744    3.218    2.712
    2628    9.817    2.964   -0.659
    2629   12.500    3.294   -1.857
    2630    9.192    2.401   -1.127
    2631   10.873    2.415    2.095
    2632    4.688   10.820   -1.240
    2633    8.477    5.108   -0.496
    2634    9.507    4.776    1.751
    2635   10.390    2.096    0.049
    2636    9.465    3.588   -0.966
    2637    6.928    6.424   -3.432
    2638    8.310    3.689   -1.358
    2639    9.747    2.665   -0.766
    2640    9.043    2.036   -2.450
    2641    9.847    3.195   -3.816
    2642    7.590    4.758   -4.931
    2643    9.117    6.658   -3.208
    2644    7.976    4.969   -4.620
    2645    6.098    7.175   -4.985
    2646    9.517    1.396   -2.393
    2647    7.179    0.847   -2.334
    2648    8.366    2.969   -3.852
    2649    9.456    1.698   -5.182
    2650    8.765    2.526   -4.941
    2651    8.069    2.384   -3.244
    2652    9.273    0.366   -3.027
    2653    8.394    1.102   -2.225
    2654    8.800   -0.270   -3.846
    2655   10.202    0.120   -1.016
    2656   10.356   -1.631   -3.086
    2657   10.875   -3.124   -0.478
    2658    4.561   -4.277   -3.036
    2659    6.572   -6.387   -2.250
    2660    6.440   -4.754   -3.760
    2661    5.543   -3.791   -1.502
    2662    8.650   -4.439   -0.918
    2663    8.227   -7.012    2.673
    2664    7.846   -6.470    1.315
    2665    7.053   -6.084    1.377
    2666    9.300    1.534    1.735
    2667    9.088    1.204    0.722
    2668    7.817   -2.979    0.574
    2669    6.754   -5.014   -0.551
    2670    4.549   -5.166    0.354
    2671   10.175   -2.078   -3.427
    2672    8.357   -4.927   -1.443
    2673    6.617   -7.024   -0.909
    2674    4.513   -3.674   -2.223
    2675    4.012   -6.093    1.263
    2676    5.171   -6.650   -0.159
    2677    7.940   -3.767   -0.911
    2678    5.362   -5.409    0.485
    2679    3.823   -3.256   -1.615
    2680    4.189   -5.280   -0.943
    2681    2.897   -3.667   -2.127
    2682    2.730   -4.460   -2.377
    2683    4.928   -2.125   -4.485
    2684    1.674   -3.836   -3.351
    2685    2.047   -4.770   -2.842
    2686    7.420   -4.211   -2.146
    2687    5.492   -4.944   -3.244
    2688    4.678   -3.932   -2.511
    2689    7.369   -3.102   -3.278
    2690    8.831   -3.141   -3.219
    2691    5.501   -3.882   -3.469
    2692    1.687   -3.449   -4.954
    2693    6.953   -3.994   -4.960
    2694    5.788   -1.373   -6.420
    2695    6.028   -1.964   -0.555
    2696    4.384   -3.414   -0.960
    2697    6.226   -1.457   -3.146
    2698    5.797   -3.398   -3.268
    2699    7.054   -4.334   -0.880
    2700    7.250   -5.731    0.487
    2701    4.628   -3.882    0.836
    2702    4.218   -3.800   -0.102
    2703    4.985   -3.676   -1.422
    2704    5.651   -4.885    0.832
    2705    6.692   -6.409    3.441
    2706    5.848   -6.074   -0.089
    2707    7.136   -8.177    4.194
    2708    6.676   -3.070    0.817
    2709    6.600   -3.053   -2.467
    2710    8.400   -2.508   -0.503
    2711    7.697   -4.923    2.306
    2712    8.174   -3.533    0.405
    2713    7.293   -2.977    2.495
    2714   11.010   -3.582   -2.033
    2715    5.819   -1.990    1.362
    2716    9.568   -1.288   -3.673
    2717    6.676   -4.065   -0.259
    2718    7.502   -4.177    0.929
    2719    9.529   -5.175    2.782
    2720    8.863   -4.449    1.004
    2721    8.345   -2.347    1.954
    2722    6.966   -2.169    0.264
    2723    7.402   -4.813    2.773
    2724    9.676   -2.856    2.542
    2725    9.258   -2.975   -0.093
    2726    9.860   -0.386   -1.075
    2727   10.672   -2.312   -1.474
    2728   12.443   -3.533    1.371
    2729   14.501   -4.430   -1.646
    2730   11.405   -6.512    1.113
    2731   12.390   -5.790    3.253
    2732   11.500   -3.340    2.324
    2733    7.466   -7.252    6.007
    2734    7.617   -7.201    3.492
    2735    8.510   -5.455    0.674
    2736    8.534   -5.736    1.698
    2737    9.845   -3.392    3.338
    2738   11.101   -4.590   -1.199
    2739   14.292   -5.746   -1.037
    2740   12.371   -8.454    1.181
    2741   13.481   -6.901    0.223
    2742   10.011   -6.824    0.955
    2743    9.297   -9.413    1.851
    2744   12.881   -8.350    1.049
    2745   13.008   -6.254   -1.196
    2746   16.825   -5.490    0.647
    2747   12.334   -7.985    0.499
    2748   11.616   -5.457    1.483
    2749    8.066   -6.248    9.266
    2750    3.129   -2.124    9.996
    2751    1.830    0.096    6.913
    2752    3.280   -0.224    9.902
    2753    4.388    1.565   13.195
    2754    1.146    2.818   11.090
    2755    2.514   -1.031   12.712
    2756    2.424    0.539    7.117
    2757    3.348   -2.791   12.449
    2758    3.739    2.144   10.811
    2759    2.284    3.789   12.333
    2760    3.955    3.676   14.787
    2761    6.024    2.313   13.212
    2762    4.261   -1.623   14.793
    2763    3.589   -1.083   16.023
    2764    4.064    2.171    9.066
    2765    4.233    2.431    7.359
    2766    5.005    1.952    9.151
    2767    5.279    4.164   11.186
    2768    6.513    4.002   13.361
    2769    7.463    4.489    7.915
    2770    9.120    1.608   11.689
    2771   10.404   -1.774   12.796
    2772   10.755   -1.941   12.406
    2773    6.646   -0.806   10.247
    2774    7.799   -0.456   12.469
    2775    7.313   -1.780   14.741
    2776    9.314   -0.350    9.323
    2777    8.377   -1.589   11.858
    2778   12.579   -6.369    9.860
    2779    8.142   -5.622   11.127
    2780    6.967   -3.746   12.218
    2781    8.506   -4.756   12.371
    2782    6.417   -0.726   14.022
    2783    8.541   -1.577   13.792
    2784    6.340   -3.803   10.703
    2785    8.611   -4.767    9.751
    2786    9.388   -5.140   12.230
    2787   12.820   -5.295   12.049
    2788    9.313   -1.705   10.109
    2789    9.483   -3.961   17.332
    2790    8.451   -1.364   12.520
    2791    5.620   -1.411   16.412
    2792    8.304   -6.390   13.174
    2793    4.558   -3.669   13.924
    2794    7.289   -3.871   15.332
    2795    6.327   -4.336   14.566
    2796    5.225   -3.952   15.226
    2797    4.191   -1.814   10.076
    2798    4.797   -4.146   10.130
    2799    5.765    2.249    8.903
    2800    6.201    1.910    8.556
    2801    4.971   -0.851    9.338
    2802    5.201   -1.857   11.439
    2803    6.988   -3.000   11.465
    2804    4.670   -3.072    9.638
    2805    7.198   -1.904    7.597
    2806    6.380   -0.655    7.552
    2807    6.467   -2.043    4.482
    2808    9.225   -4.855    4.551
    2809    6.839   -0.103    5.071
    2810    8.089    2.106    3.387
    2811    5.408   -0.295    3.247
    2812    8.534   -1.727    4.183
    2813    6.372    0.826    0.926
    2814    6.391    0.271    3.865
    2815    4.608   -0.576    2.334
    2816    5.955   -0.580    2.455
    2817    7.129    1.930    3.742
    2818    8.949    0.011    3.458
    2819    6.079    0.802    6.620
    2820    6.265    0.623    5.602
    2821    6.483    1.748    5.368
    2822    5.900    2.611    6.186
    2823    7.408   -3.487    3.784
    2824    3.460    0.610    2.791
    2825   10.305   -1.567    4.927
    2826    7.176   -4.341    4.046
    2827    7.961   -1.620    5.962
    2828    6.386   -1.663    6.889
    2829    9.994   -1.719    4.732
    2830    7.697   -0.961    2.733
    2831    8.615   -1.973    5.285
    2832    8.191   -4.452    4.201
    2833    9.335   -3.345    5.737
    2834   11.194    0.650    2.179
    2835    8.610   -3.459    3.566
    2836    4.296    2.695    3.435
    2837    6.113   -3.185    3.366
    2838    7.033   -3.867    6.334
    2839    6.526   -1.627    1.577
    2840    7.864   -3.938    0.538
    2841    6.153   -3.736    4.010
    2842    5.938   -5.766    4.616
    2843    5.132   -4.797    2.154
    2844    6.121   -3.663    5.910
    2845    2.645   -2.017    5.379
    2846    5.201   -6.059    4.742
    2847    3.458   -3.942    2.150
    2848    6.795   -4.606    3.827
    2849    3.816   -1.648    1.503
    2850    5.144   -5.427    4.373
    2851    6.428   -2.769    3.358
    2852    8.254   -5.392    4.629
    2853    6.210   -3.017    4.995
    2854    5.010   -4.149    3.740
    2855    6.071   -2.205    1.664
    2856    6.444   -5.112    3.960
    2857    8.676   -7.462    6.156
    2858    5.642   -4.837    5.403
    2859    3.478   -3.458    3.996
    2860    4.495   -2.505    2.371
    2861    3.692   -0.266    3.622
    2862    4.353   -0.533    4.607
    2863    1.119   -2.745   -1.271
    2864    1.969   -1.159    0.653
    2865    3.554   -3.864   -3.322
    2866    4.173   -4.657    0.785
    2867    4.103   -4.147   -2.237
    2868    4.531   -4.409   -2.425
    2869    2.896   -2.140    0.583
    2870    0.912   -3.244    1.246
    2871   -0.116   -3.242    0.175
    2872    2.210   -4.453   -0.684
    2873   -1.984   -0.052   -0.167
    2874   -0.513   -3.255   -0.148
    2875    0.171   -0.840    0.668
    2876    2.331   -4.515    0.441
    2877    2.679   -1.995   -1.010
    2878    0.092   -2.945    2.392
    2879    1.587   -3.595    0.673
    2880    2.761   -3.879    3.351
    2881    0.902   -5.452    2.548
    2882    4.023   -5.511   -2.313
    2883    4.239   -1.029   -4.323
    2884    6.747   -3.707   -3.974
    2885    1.783   -1.925   -2.692
    2886    2.871   -1.615   -4.675
    2887    2.985   -2.873   -2.950
    2888    2.669   -4.979    0.412
    2889    2.098   -5.501    1.802
    2890    1.656   -3.759   -0.527
    2891    1.813   -4.714   -1.601
    2892    1.828   -5.977   -0.656
    2893    3.496   -5.553   -1.126
    2894    1.585   -2.806   -0.150
    2895    3.814   -1.031   -1.496
    2896    2.975   -5.114    0.456
    2897    4.892   -2.404   -0.072
    2898    3.629   -1.718   -2.017
    2899    4.473   -3.480   -1.979
    2900    3.257   -0.133   -3.019
    2901    2.312   -2.292   -2.219
    2902    3.670   -3.157   -0.043
    2903    2.666   -1.927   -3.900
    2904   -1.862    0.329    4.367
    2905    3.026   -4.797    1.929
    2906    2.752   -6.979    1.848
    2907    3.721   -5.107   -0.958
    2908    1.932   -5.230   -1.511
    2909    3.631   -3.250    3.295
    2910    3.884   -4.988    0.973
    2911    3.467   -6.030    3.385
    2912    4.885   -4.053    1.465
    2913    2.924   -6.584    0.940
    2914    4.264   -3.918    3.843
    2915    4.849   -5.004    1.904
    2916    1.526   -7.890    3.879
    2917   -0.285   -4.855    5.490
    2918   -1.343   -4.656   -2.999
    2919    1.700   -6.700    4.295
    2920   -1.099   -6.835   -0.876
    2921   -1.795   -3.909   -1.598
    2922    1.018   -7.305    2.831
    2923    1.007   -5.073    0.206
    2924    0.427   -7.616    1.386
    2925    2.016   -7.139    2.021
    2926    0.919   -6.049   -1.379
    2927    0.875   -3.497   -1.891
    2928    1.482   -5.342    3.463
    2929    0.366   -4.682    1.427
    2930   -0.070   -5.528   -0.814
    2931   -1.554   -4.754    3.766
    2932   -1.058   -4.842    5.046
    2933   -2.162   -2.258   -1.100
    2934   -0.929   -5.858    1.702
    2935   -3.911   -0.359    0.689
    2936   -2.353   -4.622    1.549
    2937   -4.014   -1.854    4.006
    2938   -3.202   -4.228    7.578
    2939   -2.829   -3.004    7.115
    2940   -4.641   -4.024    3.312
    2941   -6.117   -2.163    6.618
    2942   -2.679   -6.589    5.340
    2943   -0.879   -6.566    2.698
    2944   -2.819   -4.682    7.110
    2945   -2.675   -5.129    2.803
    2946   -1.358   -5.177    4.723
    2947   -4.525   -3.182   -2.960
    2948   -4.222   -4.233    1.754
    2949   -3.600   -5.324    2.269
    2950   -3.901   -4.295   -0.023
    2951   -2.687   -4.156   -1.336
    2952   -2.174   -7.168    0.023
    2953   -4.150   -4.118   -1.056
    2954   -2.478   -4.410    1.581
    2955   -3.392   -3.283   -1.412
    2956   -4.529   -4.680   -1.586
    2957   -4.865   -2.222   -0.684
    2958   -0.671   -2.799    1.108
    2959   -7.293   -5.579    1.123
    2960   -6.345   -5.473   -0.764
    2961   -9.752   -3.210   -0.055
    2962  -12.045   -3.711   -2.413
    2963  -11.741   -4.991   -4.150
    2964  -11.722   -1.741   -1.646
    2965  -13.432   -1.345   -2.708
    2966  -11.065   -2.745   -0.077
    2967  -10.460   -6.124   -0.373
    2968   -9.569   -9.324   -0.710
    2969  -13.254   -7.272   -2.938
    2970  -15.379  -10.164   -1.282
    2971  -13.398   -3.703    0.016
    2972   -8.870   -8.307   -1.829
    2973  -10.453   -8.275   -0.476
    2974   -9.580   -6.360   -2.883
    2975   -9.456   -9.450   -2.706
    2976  -10.708   -6.816   -0.551
    2977  -10.248   -8.809   -1.118
    2978  -11.242   -7.438    0.549
    2979  -10.715   -7.492    0.203
    2980  -11.130   -8.598    1.688
    2981   -9.724   -7.045    1.521
    2982   -9.136   -5.923    0.602
    2983  -11.529   -7.429    0.687
    2984  -11.541   -7.693   -1.497
    2985  -13.901   -6.081    0.112
    2986   -8.866   -3.240    1.578
    2987   -5.438   -2.368    1.682
    2988   -6.178   -4.352    0.515
    2989   -7.972   -0.011    0.638
    2990  -14.296    0.607   -2.354
    2991  -12.267   -2.531   -3.196
    2992  -10.360   -1.230   -2.420
    2993   -7.681    1.165   -3.329
    2994  -10.321    0.118   -2.902
    2995   -6.022    2.213   -2.899
    2996   -5.477    1.336   -2.920
    2997  -12.332    0.100   -1.852
    2998   -7.546    3.316   -3.680
    2999  -11.527   -1.631   -1.195
    3000  -10.796   -3.628   -4.059
    3001   -9.043    0.473   -1.122
    3002   -9.826   -0.787   -2.145
    3003  -12.459   -1.631   -1.260
    3004  -10.522   -2.864   -1.716
    3005  -16.102   -1.990   -1.674
    3006  -12.553   -3.191   -2.064
    3007  -14.037   -2.655   -0.487
    3008  -13.811   -3.455   -0.915
    3009  -12.773   -6.839   -0.721
    3010  -15.699   -5.526   -1.189
    3011  -13.458   -0.341   -2.991
    3012  -16.317   -0.353   -3.133
    3013  -15.477   -1.209   -3.742
    3014  -17.506   -1.653   -3.003
    3015  -14.088   -0.002   -5.469
    3016  -16.080    0.868   -3.551
    3017  -14.256   -1.141   -2.941
    3018  -15.012    0.444   -1.994
    3019  -14.827   -0.686   -1.584
    3020  -13.411   -0.603   -0.223
    3021  -15.710   -0.261    0.511
    3022  -14.372    0.732    3.274
    3023  -16.839   -0.058   -3.860
    3024  -15.797   -0.741   -2.347
    3025  -14.314   -2.027   -3.821
    3026  -18.087    1.146   -3.093
    3027  -15.150    0.595   -3.917
    3028  -14.469   -0.673   -2.934
    3029  -14.908   -1.131   -2.244
    3030  -16.509    0.397   -1.035
    3031  -14.459    0.408   -2.359
    3032  -14.549    0.393   -3.118
    3033  -13.381    0.268   -3.767
    3034  -15.581    0.242   -4.614
    3035  -14.179    1.067   -3.019
    3036  -12.347   -0.786   -2.812
    3037  -14.049    0.567   -2.817
    3038  -14.814    0.550   -2.597
    3039  -14.677    0.123   -4.316
    3040  -15.111    0.655   -2.791
    3041  -14.903    3.235   -1.988
    3042  -13.044    1.386   -3.390
    3043  -14.657    2.201   -2.325
    3044  -15.939   -0.813   -2.073
    3045  -15.982    2.085   -2.098
    3046  -15.039   -0.334   -2.022
    3047  -12.764    2.236   -4.160
    3048  -15.252   -0.146   -3.172
    3049  -16.544   -0.697   -2.768
    3050  -15.165   -0.545   -1.557
    3051  -16.069   -0.016   -1.367
    3052  -17.284    2.283   -2.999
    3053  -15.734    0.274   -2.297
    3054  -16.739   -0.418   -1.412
    3055  -15.701    0.144   -0.372
    3056  -14.106   -0.165   -3.186
    3057  -12.411   -0.370   -5.080
    3058  -15.642   -0.530   -3.021
    3059  -15.830    1.182   -5.175
    3060  -17.045   -0.508   -4.212
    3061  -17.204    2.721   -3.625
    3062  -15.717    2.781   -5.708
    3063  -17.733    1.075   -2.166
    3064  -14.732   -0.460   -2.799
    3065  -15.440    0.602   -1.330
    3066  -15.085    1.001   -3.521
    3067  -15.867    0.421   -1.794
    3068  -13.967    0.719   -1.490
    3069  -13.288   -1.822    0.295
    3070  -14.188   -1.413    2.172
    3071  -16.563   -0.903    0.202
    3072  -13.902   -1.468   -0.805
    3073  -14.773    1.469    1.255
    3074  -14.231   -0.694   -2.283
    3075  -18.492   -0.223    0.605
    3076  -15.665   -1.977    1.204
    3077  -14.504   -1.460   -0.036
    3078  -14.040    0.621   -4.735
    3079  -16.336    0.154   -3.024
    3080  -17.401    0.014   -1.730
    3081  -16.882   -3.225   -0.287
    3082  -16.848   -0.245   -1.042
    3083  -18.117    1.051   -1.485
    3084  -16.562    1.116   -3.138
    3085  -17.860    2.126   -4.307
    3086  -17.481    1.376   -1.132
    3087  -17.631    0.624   -3.537
    3088  -15.861   -0.465   -3.197
    3089  -15.191   -1.303   -4.279
    3090  -13.679   -1.387   -1.212
    3091  -16.174   -1.800   -1.591
    3092  -15.757   -2.405   -2.454
    3093  -13.265    0.657   -3.745
    3094  -15.965   -0.702   -1.233
    3095  -17.812   -0.781    0.249
    3096  -15.996    1.101   -0.052
    3097  -18.244   -3.029    0.578
    3098  -16.209   -0.658   -1.508
    3099  -16.967   -1.720   -2.676
    3100  -15.447   -0.719    0.966
    3101  -17.485   -0.298   -1.883
    3102  -13.616   -2.282   -0.471
    3103  -15.951   -4.060    8.039
    3104  -16.012   -2.085    6.206
    3105  -15.657   -1.562    9.004
    3106  -13.064    0.568    0.370
    3107  -15.826   -0.432    4.370
    3108  -14.140    0.360    3.646
    3109  -15.768   -1.796    5.792
    3110  -14.703   -2.527    6.837
    3111  -14.044   -2.154    5.804
    3112  -13.403   -0.454    7.300
    3113  -14.807   -0.848    5.731
    3114  -15.383   -2.314    2.815
    3115  -13.843   -1.996    4.654
    3116  -15.917   -2.026    2.916
    3117  -16.881    0.981    5.014
    3118  -15.674    0.017    2.692
    3119  -16.217   -1.949    3.669
    3120  -15.821   -0.314    5.024
    3121  -15.892   -1.918    6.224
    3122  -14.094   -0.955    1.929
    3123  -14.989   -4.550    4.807
    3124  -15.232   -2.672    2.051
    3125  -16.750   -0.202    2.465
    3126  -17.228    0.398    2.998
    3127  -16.137    0.600    1.954
    3128  -16.423    0.096    3.061
    3129  -14.654   -0.697    4.114
    3130  -15.173   -0.847    3.321
    3131  -14.804   -0.874    5.490
    3132  -15.988    0.162    4.066
    3133  -15.532   -1.460    2.047
    3134  -16.201    0.086    3.277
    3135  -16.550   -0.502    3.583
    3136  -15.495   -3.724    3.936
    3137  -14.858   -1.585    2.774
    3138  -16.440   -2.365    3.298
    3139  -14.090   -0.280    3.661
    3140  -15.888    0.630    2.111
    3141  -15.441   -0.771    1.803
    3142  -14.896   -0.796    2.712
    3143  -16.625   -3.732    4.039
    3144  -16.583   -0.732    4.370
    3145  -16.733   -0.730    3.427
    3146  -15.875   -1.094    1.095
    3147  -17.152   -1.734    4.071
    3148  -16.659   -1.132    4.579
    3149  -17.290   -0.170    4.391
    3150  -15.650   -1.360    3.820
    3151  -16.199   -2.242    4.341
    3152  -17.307   -3.148    5.028
    3153  -14.790   -0.956    7.022
    3154  -15.673   -0.886    5.947
    3155  -15.774   -1.998    2.599
    3156  -17.289   -0.706    1.955
    3157  -17.267   -2.522    3.944
    3158  -18.074   -3.189    5.095
    3159  -17.366   -2.981    4.323
    3160  -14.588   -0.355    2.711
    3161  -15.147   -1.400    6.615
    3162  -16.827    0.833    6.577
    3163  -15.473   -1.521    2.839
    3164  -15.784   -0.840    3.760
    3165  -17.028   -0.816    2.527
    3166  -16.854   -1.011    4.942
    3167  -16.460    0.335    2.728
    3168  -14.489   -1.242    2.978
    3169  -14.122   -0.379    3.022
    3170  -14.436    0.598    6.045
    3171  -14.490   -1.858    6.265
    3172  -15.262   -2.754    3.382
    3173  -15.598   -1.961    3.355
    3174  -14.938   -1.664    5.684
    3175  -14.759   -2.185    3.940
    3176  -15.710   -1.850    1.809
    3177  -16.362    0.144    3.398
    3178  -14.365   -2.282    3.775
    3179  -13.981    0.137    2.869
    3180  -13.898    1.236    3.654
    3181  -13.970   -2.425    3.389
    3182  -13.984   -0.678    3.057
    3183  -15.124   -0.530    2.244
    3184  -12.989   -2.152    3.081
    3185  -13.247    0.376    2.209
    3186  -15.414   -0.803    0.934
    3187  -16.072    0.075    0.523
    3188  -15.099    1.162   -0.127
    3189  -18.201    0.588    0.938
    3190  -14.788    2.483    0.371
    3191  -13.355    1.542    1.046
    3192  -13.695    1.680    2.283
    3193  -14.197   -1.336    7.023
    3194  -15.565    0.277    8.399
    3195  -15.025   -1.476    7.087
    3196  -14.772   -1.737    1.696
    3197  -15.521   -1.564    2.301
    3198  -14.522   -0.348    6.049
    3199  -14.976   -0.452    8.291
    3200  -15.653   -0.686    3.399
    3201  -13.860   -1.774    0.415
    3202  -15.419   -0.639    2.263
    3203  -14.856    0.275    3.730
    3204  -14.129   -1.187    4.597
    3205  -15.484   -1.072    4.742
    3206  -15.673    1.554    3.954
    3207  -14.167    0.309    8.343
    3208  -15.252   -1.259    5.673
    3209  -13.608   -1.038    6.854
    3210  -14.981   -1.659    9.067
    3211  -12.105    0.452    6.455
    3212  -13.022    0.066    7.616
    3213  -13.959   -1.047    8.358
    3214  -14.198   -2.796    9.912
    3215  -13.615   -1.809    7.255
    3216  -12.527    0.571    5.819
    3217  -14.900   -0.051    5.691
    3218  -14.120   -2.423    2.819
    3219  -14.959    0.365    3.504
    3220  -15.436    1.133    2.178
    3221  -14.418    1.153    2.794
    3222  -14.975    0.834    2.503
    3223  -14.654   -1.420    1.850
    3224  -14.722   -1.339    2.988
    3225  -14.034   -2.126    1.707
    3226  -15.807    0.490   -2.825
    3227  -14.930    1.100    0.028
    3228  -16.412    0.038   -1.190
    3229  -16.057   -0.680   -0.143
    3230  -13.606   -0.528   -0.937
    3231  -14.285   -0.873   -0.423
    3232  -14.720   -0.114   -1.339
    3233  -13.440    0.896   -1.614
    3234  -14.954   -1.682    1.015
    3235  -16.656    1.175    1.784
    3236  -14.599   -0.963   -2.297
    3237  -15.438   -0.318   -0.890
    3238  -15.062   -2.753    0.354
    3239  -15.344   -3.850   -1.076
    3240  -18.543   -0.466    0.055
    3241  -17.518   -4.840    0.149
    3242  -13.865   -1.887   -0.643
    3243  -16.363   -3.614   -1.749
    3244  -14.920   -2.578    0.275
    3245  -16.951   -1.965   -0.635
    3246  -17.487   -0.425    2.607
    3247  -16.509   -0.225   -1.075
    3248  -17.757   -1.327   -0.671
    3249  -15.043   -1.473   -1.778
    3250  -15.426   -1.765   -2.331
    3251  -16.250    0.508   -0.560
    3252  -15.185   -0.546   -1.686
    3253  -14.285   -1.225    0.664
    3254  -15.481   -1.704   -0.068
    3255  -14.253   -0.739   -0.868
    3256  -15.920   -1.863   -1.544
    3257  -15.922    0.969   -2.510
    3258  -14.880    0.368   -1.074
    3259  -14.954   -1.489   -0.507
    3260  -13.888   -2.306   -1.831
    3261  -14.080   -2.135    0.650
    3262  -13.137   -4.583    0.843
    3263  -15.479   -2.421   -0.315
    3264  -16.839   -1.702   -0.684
    3265  -14.768   -2.277   -0.596
    3266  -16.484   -1.801    0.405
    3267  -14.972   -1.278   -1.498
    3268  -13.685    0.530   -1.034
    3269  -12.909    2.054    1.565
    3270  -12.932   -0.137    0.376
